D1	D2	D3	D4	D5	D6	D7	D8	Anomaly
20.0	19.0	20.0	19.0	21.0	20.0	21.0	22.0	False
20.0	19.0	20.0	19.0	21.0	20.0	21.0	22.0	False
20.0	19.0	20.0	19.0	21.0	20.0	21.0	22.0	False
20.0	19.0	20.0	19.0	21.0	20.0	21.0	22.0	False
20.0	19.0	20.0	19.0	21.0	20.0	24.0	22.0	False
20.0	19.0	20.0	19.0	21.0	20.0	23.0	22.0	False
20.0	19.0	20.0	19.0	21.0	20.0	19.0	22.0	False
0.0	-1.0	0.0	-1.0	1.0	0.0	-1.0	2.0	True
0.0	-1.0	0.0	-1.0	1.0	0.0	4.0	2.0	False
0.0	-1.0	0.0	-1.0	1.0	0.0	0.0	2.0	False
0.0	-1.0	0.0	-1.0	1.0	0.0	0.0	2.0	False
0.0	-1.0	0.0	-1.0	1.0	0.0	3.0	2.0	False
0.0	-1.0	0.0	-1.0	1.0	0.0	-1.0	2.0	False
0.0	-1.0	0.0	-1.0	1.0	0.0	-1.0	2.0	False
0.0	-1.0	0.0	-1.0	1.0	0.0	-1.0	2.0	False
0.0	-1.0	0.0	-1.0	1.0	0.0	-1.0	2.0	False
0.0	-1.0	0.0	-1.0	1.0	0.0	-1.0	2.0	False
4.0	3.0	4.0	3.0	5.0	4.0	3.0	6.0	True
4.0	3.0	4.0	3.0	5.0	4.0	3.0	6.0	False
4.0	3.0	4.0	3.0	5.0	4.0	3.0	6.0	False
4.0	3.0	4.0	3.0	5.0	4.0	3.0	6.0	False
4.0	3.0	4.0	3.0	5.0	4.0	3.0	6.0	False
4.0	3.0	4.0	3.0	5.0	4.0	3.0	6.0	False
4.0	3.0	4.0	3.0	5.0	4.0	3.0	6.0	False
4.0	3.0	4.0	3.0	5.0	4.0	4.0	6.0	False
4.0	3.0	4.0	3.0	5.0	4.0	8.0	6.0	False
4.0	3.0	4.0	3.0	5.0	4.0	5.0	6.0	False
8.0	7.0	8.0	7.0	9.0	8.0	11.0	10.0	True
8.0	7.0	8.0	7.0	9.0	8.0	9.0	10.0	False
8.0	7.0	8.0	7.0	9.0	8.0	9.0	10.0	False
8.0	7.0	8.0	7.0	9.0	8.0	9.0	10.0	False
8.0	7.0	8.0	7.0	9.0	8.0	9.0	10.0	False
8.0	7.0	8.0	5.0	9.0	8.0	9.0	10.0	False
8.0	7.0	8.0	12.0	9.0	8.0	9.0	10.0	False
8.0	7.0	8.0	12.0	9.0	8.0	12.0	10.0	False
8.0	7.0	8.0	12.0	9.0	8.0	5.0	10.0	False
8.0	7.0	8.0	12.0	9.0	8.0	10.0	10.0	False
12.0	11.0	12.0	16.0	13.0	12.0	10.0	14.0	True
12.0	11.0	12.0	16.0	13.0	12.0	16.0	14.0	False
12.0	11.0	12.0	16.0	13.0	12.0	13.0	14.0	False
12.0	11.0	12.0	16.0	13.0	12.0	15.0	14.0	False
12.0	11.0	12.0	16.0	13.0	12.0	10.0	14.0	False
12.0	11.0	12.0	16.0	13.0	12.0	14.0	14.0	False
12.0	11.0	12.0	16.0	13.0	12.0	12.0	14.0	False
12.0	11.0	12.0	16.0	13.0	12.0	13.0	14.0	False
12.0	11.0	12.0	16.0	13.0	12.0	15.0	14.0	False
12.0	11.0	12.0	16.0	13.0	12.0	13.0	14.0	False
16.0	15.0	16.0	20.0	17.0	16.0	17.0	18.0	True
16.0	15.0	16.0	20.0	17.0	16.0	18.0	18.0	False
16.0	15.0	16.0	20.0	17.0	16.0	17.0	18.0	False
16.0	15.0	16.0	20.0	17.0	16.0	13.0	18.0	False
16.0	15.0	16.0	20.0	17.0	16.0	18.0	18.0	False
16.0	15.0	16.0	20.0	17.0	16.0	17.0	18.0	False
16.0	15.0	16.0	20.0	17.0	16.0	18.0	18.0	False
16.0	15.0	16.0	20.0	17.0	16.0	17.0	18.0	False
16.0	15.0	16.0	20.0	17.0	16.0	15.0	18.0	False
16.0	15.0	16.0	20.0	17.0	21.0	18.0	18.0	False
20.0	19.0	20.0	24.0	21.0	19.0	23.0	22.0	True
20.0	19.0	20.0	24.0	21.0	19.0	21.0	22.0	False
20.0	19.0	20.0	24.0	21.0	19.0	21.0	22.0	False
20.0	19.0	20.0	24.0	21.0	19.0	23.0	22.0	False
20.0	19.0	20.0	24.0	21.0	19.0	19.0	22.0	False
20.0	19.0	20.0	24.0	21.0	19.0	25.0	22.0	False
20.0	19.0	20.0	24.0	21.0	19.0	19.0	22.0	False
20.0	19.0	20.0	24.0	21.0	19.0	21.0	22.0	False
20.0	19.0	20.0	24.0	21.0	19.0	23.0	22.0	False
20.0	19.0	20.0	24.0	21.0	19.0	21.0	22.0	False
0.0	-1.0	0.0	4.0	1.0	4.0	5.0	2.0	True
0.0	-1.0	0.0	4.0	1.0	-1.0	0.0	2.0	False
0.0	-1.0	0.0	4.0	1.0	-1.0	1.0	2.0	False
0.0	-1.0	0.0	4.0	1.0	-1.0	3.0	2.0	False
0.0	-1.0	0.0	4.0	1.0	-1.0	0.0	2.0	False
0.0	-1.0	0.0	4.0	1.0	-1.0	2.0	2.0	False
0.0	-1.0	0.0	4.0	1.0	-1.0	5.0	2.0	False
0.0	-1.0	0.0	4.0	1.0	-1.0	0.0	2.0	False
0.0	-1.0	0.0	4.0	1.0	-1.0	3.0	2.0	False
0.0	-1.0	0.0	4.0	1.0	-1.0	2.0	2.0	False
4.0	3.0	4.0	8.0	5.0	3.0	4.0	6.0	True
4.0	3.0	4.0	8.0	5.0	3.0	7.0	6.0	False
4.0	3.0	4.0	8.0	5.0	3.0	6.0	6.0	False
4.0	3.0	4.0	8.0	5.0	3.0	5.0	6.0	False
4.0	3.0	4.0	8.0	5.0	3.0	4.0	6.0	False
4.0	3.0	4.0	8.0	5.0	8.0	8.0	6.0	False
4.0	3.0	4.0	8.0	5.0	8.0	7.0	6.0	False
4.0	3.0	4.0	8.0	5.0	8.0	5.0	6.0	False
4.0	3.0	4.0	8.0	5.0	6.0	7.0	6.0	False
4.0	3.0	4.0	8.0	5.0	6.0	5.0	6.0	False
8.0	7.0	8.0	12.0	9.0	10.0	9.0	10.0	True
8.0	7.0	8.0	12.0	9.0	10.0	10.0	10.0	False
8.0	7.0	8.0	12.0	9.0	10.0	12.0	10.0	False
8.0	7.0	8.0	12.0	9.0	10.0	9.0	10.0	False
8.0	7.0	8.0	12.0	9.0	10.0	9.0	10.0	False
8.0	7.0	8.0	12.0	9.0	10.0	7.0	10.0	False
8.0	7.0	8.0	12.0	9.0	10.0	12.0	10.0	False
8.0	7.0	8.0	12.0	9.0	11.0	14.0	10.0	False
8.0	7.0	8.0	12.0	9.0	7.0	7.0	10.0	False
8.0	7.0	8.0	12.0	9.0	7.0	12.0	10.0	False
12.0	11.0	12.0	16.0	13.0	11.0	14.0	14.0	True
12.0	11.0	12.0	16.0	13.0	11.0	15.0	14.0	False
12.0	11.0	12.0	16.0	13.0	11.0	14.0	14.0	False
12.0	11.0	12.0	16.0	13.0	15.0	17.0	14.0	False
12.0	11.0	12.0	16.0	13.0	15.0	16.0	14.0	False
12.0	11.0	12.0	16.0	13.0	11.0	12.0	14.0	False
12.0	11.0	12.0	16.0	13.0	15.0	15.0	14.0	False
12.0	11.0	12.0	16.0	13.0	12.0	11.0	14.0	False
12.0	9.0	11.0	11.0	13.0	13.0	17.0	14.0	False
12.0	9.0	11.0	11.0	13.0	13.0	10.0	14.0	False
16.0	13.0	15.0	15.0	17.0	17.0	17.0	18.0	True
16.0	13.0	15.0	15.0	17.0	17.0	17.0	18.0	False
16.0	13.0	15.0	15.0	17.0	17.0	17.0	18.0	False
16.0	13.0	15.0	15.0	17.0	17.0	15.0	18.0	False
16.0	13.0	15.0	15.0	17.0	17.0	21.0	18.0	False
16.0	13.0	15.0	15.0	17.0	17.0	21.0	18.0	False
16.0	13.0	15.0	15.0	17.0	17.0	21.0	18.0	False
16.0	13.0	15.0	15.0	17.0	17.0	21.0	18.0	False
16.0	13.0	15.0	15.0	17.0	17.0	21.0	18.0	False
16.0	13.0	15.0	15.0	17.0	17.0	21.0	18.0	False
20.0	17.0	19.0	19.0	21.0	21.0	25.0	22.0	True
20.0	17.0	19.0	19.0	21.0	21.0	25.0	22.0	False
20.0	17.0	19.0	19.0	21.0	21.0	25.0	22.0	False
20.0	17.0	19.0	19.0	21.0	21.0	25.0	22.0	False
20.0	17.0	19.0	19.0	21.0	21.0	25.0	22.0	False
20.0	17.0	19.0	19.0	21.0	21.0	25.0	22.0	False
20.0	17.0	19.0	19.0	21.0	21.0	25.0	22.0	False
20.0	17.0	19.0	19.0	21.0	21.0	25.0	22.0	False
20.0	17.0	19.0	19.0	21.0	21.0	25.0	22.0	False
20.0	17.0	19.0	19.0	21.0	21.0	25.0	22.0	False
0.0	-3.0	-1.0	-1.0	1.0	1.0	5.0	2.0	True
0.0	-3.0	-1.0	-1.0	1.0	1.0	5.0	2.0	False
0.0	-3.0	-1.0	-1.0	1.0	1.0	5.0	2.0	False
0.0	-3.0	-1.0	-1.0	1.0	1.0	5.0	2.0	False
0.0	-1.0	-1.0	-1.0	1.0	1.0	5.0	2.0	False
0.0	-1.0	-1.0	-1.0	1.0	1.0	5.0	2.0	False
0.0	-1.0	-1.0	2.0	1.0	1.0	5.0	2.0	False
0.0	-1.0	-1.0	2.0	1.0	1.0	5.0	2.0	False
0.0	3.0	-1.0	2.0	1.0	1.0	5.0	2.0	False
0.0	-4.0	-1.0	2.0	1.0	1.0	5.0	2.0	False
4.0	0.0	3.0	6.0	5.0	5.0	9.0	6.0	True
4.0	0.0	3.0	6.0	5.0	5.0	9.0	6.0	False
4.0	0.0	3.0	6.0	5.0	5.0	9.0	6.0	False
4.0	0.0	3.0	6.0	5.0	5.0	9.0	6.0	False
4.0	0.0	3.0	6.0	5.0	5.0	4.0	6.0	False
4.0	0.0	3.0	6.0	5.0	5.0	4.0	6.0	False
4.0	0.0	3.0	6.0	5.0	5.0	9.0	6.0	False
4.0	0.0	3.0	6.0	5.0	5.0	5.0	6.0	False
4.0	0.0	3.0	6.0	5.0	5.0	10.0	6.0	False
4.0	0.0	3.0	8.0	5.0	5.0	4.0	6.0	False
8.0	4.0	7.0	12.0	9.0	9.0	12.0	10.0	True
8.0	4.0	7.0	7.0	9.0	9.0	11.0	10.0	False
8.0	4.0	7.0	7.0	9.0	9.0	11.0	10.0	False
8.0	4.0	7.0	7.0	9.0	9.0	8.0	10.0	False
8.0	4.0	7.0	7.0	9.0	9.0	8.0	10.0	False
8.0	4.0	7.0	7.0	9.0	9.0	8.0	10.0	False
8.0	4.0	7.0	7.0	9.0	9.0	8.0	10.0	False
8.0	11.0	7.0	7.0	9.0	9.0	8.0	10.0	False
8.0	5.0	7.0	7.0	9.0	9.0	12.0	10.0	False
8.0	5.0	7.0	7.0	9.0	9.0	7.0	10.0	False
12.0	9.0	11.0	11.0	13.0	13.0	11.0	14.0	True
12.0	9.0	11.0	11.0	13.0	13.0	14.0	14.0	False
12.0	9.0	11.0	16.0	13.0	13.0	12.0	14.0	False
12.0	9.0	11.0	11.0	13.0	13.0	16.0	14.0	False
12.0	9.0	11.0	11.0	13.0	13.0	13.0	14.0	False
12.0	9.0	11.0	11.0	13.0	13.0	14.0	14.0	False
12.0	9.0	11.0	16.0	13.0	13.0	12.0	14.0	False
12.0	9.0	11.0	9.0	13.0	13.0	15.0	14.0	False
12.0	9.0	11.0	9.0	13.0	13.0	14.0	14.0	False
12.0	9.0	11.0	9.0	13.0	13.0	16.0	14.0	False
16.0	13.0	15.0	13.0	17.0	17.0	15.0	18.0	True
16.0	13.0	15.0	13.0	17.0	17.0	20.0	18.0	False
16.0	13.0	15.0	13.0	17.0	17.0	15.0	18.0	False
16.0	13.0	15.0	13.0	17.0	17.0	18.0	18.0	False
16.0	13.0	15.0	13.0	17.0	17.0	15.0	18.0	False
16.0	13.0	15.0	13.0	17.0	17.0	19.0	18.0	False
16.0	13.0	15.0	13.0	17.0	17.0	18.0	18.0	False
16.0	19.0	15.0	13.0	17.0	17.0	15.0	18.0	False
16.0	15.0	15.0	13.0	17.0	17.0	18.0	18.0	False
16.0	15.0	15.0	13.0	17.0	17.0	20.0	18.0	False
20.0	19.0	19.0	17.0	21.0	21.0	24.0	22.0	True
20.0	19.0	19.0	17.0	21.0	21.0	22.0	22.0	False
20.0	19.0	19.0	17.0	21.0	21.0	23.0	22.0	False
20.0	19.0	19.0	24.0	21.0	21.0	21.0	22.0	False
20.0	19.0	19.0	17.0	21.0	21.0	24.0	22.0	False
20.0	19.0	19.0	17.0	21.0	21.0	19.0	22.0	False
20.0	19.0	19.0	17.0	21.0	21.0	21.0	22.0	False
20.0	19.0	19.0	17.0	21.0	21.0	21.0	22.0	False
20.0	19.0	19.0	17.0	21.0	21.0	21.0	22.0	False
20.0	19.0	19.0	17.0	21.0	21.0	18.0	22.0	False
0.0	-1.0	-1.0	-3.0	1.0	1.0	5.0	2.0	True
0.0	-1.0	-1.0	-3.0	1.0	1.0	-1.0	2.0	False
0.0	-1.0	-1.0	-3.0	1.0	1.0	5.0	2.0	False
0.0	-1.0	-1.0	-3.0	1.0	1.0	1.0	2.0	False
0.0	-1.0	-1.0	-3.0	1.0	1.0	-1.0	2.0	False
0.0	-1.0	-1.0	-3.0	1.0	1.0	2.0	2.0	False
0.0	-1.0	-1.0	-3.0	1.0	1.0	2.0	2.0	False
0.0	-1.0	-1.0	-3.0	1.0	1.0	4.0	2.0	False
0.0	-1.0	-1.0	-3.0	1.0	1.0	2.0	2.0	False
0.0	-1.0	-1.0	-3.0	1.0	1.0	0.0	2.0	False
4.0	3.0	3.0	1.0	5.0	5.0	1.0	6.0	True
4.0	3.0	3.0	1.0	5.0	5.0	4.0	6.0	False
4.0	3.0	3.0	1.0	5.0	5.0	1.0	6.0	False
4.0	3.0	3.0	1.0	5.0	5.0	4.0	6.0	False
4.0	3.0	3.0	1.0	5.0	5.0	7.0	6.0	False
4.0	3.0	3.0	8.0	5.0	5.0	3.0	6.0	False
4.0	3.0	3.0	4.0	5.0	5.0	7.0	6.0	False
4.0	3.0	3.0	4.0	5.0	5.0	3.0	6.0	False
4.0	3.0	3.0	4.0	5.0	5.0	8.0	6.0	False
4.0	3.0	3.0	9.0	5.0	5.0	5.0	6.0	False
8.0	7.0	7.0	6.0	9.0	9.0	7.0	10.0	True
8.0	7.0	7.0	6.0	9.0	9.0	10.0	10.0	False
8.0	7.0	7.0	6.0	9.0	9.0	11.0	10.0	False
8.0	7.0	7.0	6.0	9.0	9.0	13.0	10.0	False
8.0	7.0	7.0	6.0	9.0	9.0	13.0	10.0	False
8.0	7.0	7.0	6.0	9.0	9.0	8.0	10.0	False
8.0	7.0	7.0	6.0	9.0	9.0	12.0	10.0	False
8.0	7.0	7.0	6.0	9.0	9.0	7.0	10.0	False
8.0	7.0	7.0	6.0	9.0	9.0	14.0	10.0	False
8.0	7.0	7.0	6.0	9.0	9.0	7.0	10.0	False
12.0	11.0	11.0	10.0	13.0	13.0	16.0	14.0	True
12.0	11.0	11.0	10.0	13.0	13.0	16.0	14.0	False
12.0	11.0	11.0	10.0	13.0	13.0	16.0	14.0	False
12.0	11.0	11.0	10.0	13.0	13.0	15.0	14.0	False
12.0	11.0	11.0	10.0	13.0	13.0	13.0	14.0	False
11.0	11.0	12.0	10.0	13.0	13.0	16.0	13.0	False
11.0	11.0	12.0	10.0	13.0	13.0	12.0	13.0	False
11.0	11.0	12.0	10.0	13.0	13.0	12.0	13.0	False
11.0	11.0	12.0	10.0	13.0	13.0	10.0	13.0	False
11.0	11.0	12.0	10.0	13.0	13.0	18.0	13.0	False
15.0	15.0	16.0	14.0	17.0	17.0	22.0	17.0	True
15.0	15.0	16.0	14.0	17.0	17.0	22.0	17.0	False
15.0	15.0	16.0	14.0	17.0	17.0	22.0	17.0	False
15.0	15.0	16.0	14.0	17.0	17.0	22.0	17.0	False
15.0	15.0	16.0	14.0	17.0	17.0	22.0	17.0	False
15.0	15.0	16.0	14.0	17.0	17.0	22.0	17.0	False
15.0	15.0	16.0	14.0	17.0	17.0	22.0	17.0	False
15.0	15.0	16.0	14.0	17.0	17.0	22.0	17.0	False
15.0	15.0	16.0	14.0	17.0	17.0	22.0	17.0	False
15.0	15.0	16.0	14.0	17.0	17.0	22.0	17.0	False
19.0	19.0	20.0	18.0	21.0	21.0	26.0	21.0	True
19.0	19.0	20.0	18.0	21.0	21.0	26.0	21.0	False
19.0	19.0	20.0	18.0	21.0	21.0	26.0	21.0	False
19.0	19.0	20.0	18.0	21.0	21.0	26.0	21.0	False
19.0	19.0	20.0	18.0	21.0	21.0	26.0	21.0	False
19.0	19.0	20.0	24.0	21.0	21.0	26.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	26.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	26.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	26.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	26.0	21.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	6.0	1.0	True
-1.0	-1.0	0.0	-1.0	1.0	1.0	6.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	6.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	6.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	6.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	6.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	6.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	5.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	3.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	3.0	1.0	False
3.0	3.0	4.0	3.0	5.0	5.0	7.0	5.0	True
3.0	3.0	4.0	3.0	5.0	5.0	7.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	7.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	7.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	7.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	7.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	7.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	4.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	7.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	9.0	5.0	False
7.0	7.0	8.0	7.0	9.0	9.0	7.0	9.0	True
7.0	7.0	8.0	7.0	9.0	9.0	11.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	8.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	8.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	13.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	8.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	11.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	6.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	11.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	12.0	9.0	False
11.0	11.0	12.0	11.0	13.0	13.0	10.0	13.0	True
11.0	11.0	12.0	11.0	13.0	13.0	15.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	13.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	15.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	13.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	13.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	17.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	12.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	12.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	15.0	13.0	False
15.0	15.0	16.0	15.0	17.0	17.0	17.0	17.0	True
15.0	15.0	16.0	15.0	17.0	17.0	16.0	17.0	False
15.0	15.0	16.0	15.0	17.0	17.0	22.0	17.0	False
15.0	15.0	16.0	15.0	17.0	17.0	17.0	17.0	False
15.0	15.0	16.0	15.0	17.0	17.0	19.0	17.0	False
15.0	15.0	16.0	15.0	17.0	17.0	17.0	17.0	False
15.0	15.0	16.0	15.0	17.0	17.0	17.0	17.0	False
15.0	15.0	16.0	15.0	17.0	17.0	14.0	17.0	False
15.0	15.0	16.0	15.0	17.0	17.0	20.0	17.0	False
15.0	15.0	16.0	15.0	17.0	17.0	19.0	17.0	False
19.0	19.0	20.0	19.0	21.0	21.0	22.0	21.0	True
19.0	19.0	20.0	19.0	21.0	21.0	24.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	22.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	23.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	20.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	21.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	23.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	24.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	23.0	21.0	False
19.0	19.0	20.0	19.0	21.0	21.0	24.0	21.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	4.0	1.0	True
-1.0	-1.0	0.0	-1.0	1.0	1.0	2.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	0.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	5.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	2.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	3.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	1.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	3.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	-3.0	1.0	False
-1.0	-1.0	0.0	-1.0	1.0	1.0	1.0	1.0	False
3.0	3.0	4.0	3.0	5.0	5.0	8.0	5.0	True
3.0	3.0	4.0	3.0	5.0	5.0	4.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	6.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	4.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	9.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	6.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	9.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	5.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	8.0	5.0	False
3.0	3.0	4.0	3.0	5.0	5.0	5.0	5.0	False
7.0	7.0	8.0	7.0	9.0	9.0	13.0	9.0	True
7.0	7.0	8.0	7.0	9.0	9.0	8.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	12.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	9.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	9.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	7.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	13.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	10.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	12.0	9.0	False
7.0	7.0	8.0	7.0	9.0	9.0	8.0	9.0	False
11.0	11.0	12.0	11.0	13.0	13.0	16.0	13.0	True
11.0	11.0	12.0	11.0	13.0	13.0	17.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	12.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	16.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	15.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	16.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	13.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	13.0	13.0	False
11.0	11.0	12.0	11.0	13.0	13.0	14.0	13.0	False
14.0	15.0	13.0	10.0	11.0	10.0	11.0	13.0	False
18.0	19.0	17.0	14.0	15.0	14.0	19.0	17.0	True
18.0	19.0	17.0	14.0	15.0	14.0	21.0	17.0	False
18.0	19.0	17.0	14.0	15.0	14.0	18.0	17.0	False
18.0	19.0	17.0	14.0	15.0	14.0	18.0	17.0	False
18.0	19.0	17.0	14.0	15.0	14.0	18.0	17.0	False
18.0	19.0	17.0	14.0	15.0	14.0	22.0	17.0	False
18.0	19.0	17.0	14.0	15.0	14.0	18.0	17.0	False
18.0	19.0	17.0	14.0	15.0	14.0	18.0	17.0	False
18.0	19.0	17.0	14.0	15.0	14.0	21.0	17.0	False
18.0	19.0	17.0	14.0	15.0	14.0	21.0	17.0	False
22.0	23.0	21.0	18.0	19.0	18.0	23.0	21.0	True
22.0	16.0	21.0	18.0	19.0	18.0	26.0	21.0	False
22.0	20.0	21.0	18.0	19.0	18.0	23.0	21.0	False
22.0	20.0	21.0	18.0	19.0	24.0	25.0	21.0	False
22.0	20.0	21.0	18.0	19.0	17.0	22.0	21.0	False
22.0	15.0	21.0	18.0	19.0	17.0	25.0	21.0	False
22.0	23.0	21.0	18.0	19.0	17.0	19.0	21.0	False
22.0	15.0	21.0	18.0	19.0	17.0	23.0	21.0	False
22.0	22.0	21.0	18.0	19.0	17.0	21.0	21.0	False
22.0	22.0	21.0	18.0	19.0	17.0	22.0	21.0	False
2.0	2.0	1.0	-2.0	-1.0	-3.0	2.0	1.0	True
2.0	2.0	1.0	-2.0	-1.0	-3.0	5.0	1.0	False
2.0	2.0	1.0	-2.0	-1.0	-3.0	0.0	1.0	False
2.0	2.0	1.0	-2.0	-1.0	-3.0	3.0	1.0	False
2.0	2.0	1.0	-2.0	-1.0	-3.0	1.0	1.0	False
2.0	-3.0	1.0	-2.0	-1.0	-3.0	5.0	1.0	False
2.0	-3.0	1.0	-2.0	-1.0	-3.0	4.0	1.0	False
2.0	4.0	1.0	-2.0	-1.0	-3.0	1.0	1.0	False
2.0	4.0	1.0	-2.0	-1.0	-3.0	6.0	1.0	False
2.0	4.0	1.0	-2.0	-1.0	-3.0	3.0	1.0	False
6.0	8.0	5.0	2.0	3.0	1.0	8.0	5.0	True
6.0	8.0	5.0	2.0	3.0	1.0	5.0	5.0	False
6.0	1.0	5.0	2.0	3.0	1.0	10.0	5.0	False
6.0	6.0	5.0	2.0	3.0	1.0	4.0	5.0	False
6.0	6.0	5.0	2.0	3.0	1.0	8.0	5.0	False
6.0	6.0	5.0	2.0	3.0	1.0	5.0	5.0	False
6.0	6.0	5.0	2.0	3.0	1.0	8.0	5.0	False
6.0	6.0	5.0	2.0	3.0	8.0	8.0	5.0	False
6.0	6.0	5.0	2.0	3.0	4.0	9.0	5.0	False
6.0	6.0	5.0	2.0	3.0	4.0	5.0	5.0	False
10.0	10.0	9.0	6.0	7.0	8.0	12.0	9.0	True
10.0	10.0	9.0	6.0	7.0	8.0	9.0	9.0	False
10.0	5.0	9.0	6.0	7.0	8.0	12.0	9.0	False
10.0	8.0	9.0	6.0	7.0	8.0	10.0	9.0	False
10.0	8.0	9.0	6.0	7.0	8.0	11.0	9.0	False
10.0	8.0	9.0	6.0	7.0	8.0	7.0	9.0	False
10.0	4.0	9.0	6.0	7.0	8.0	10.0	9.0	False
10.0	7.0	9.0	6.0	7.0	8.0	11.0	9.0	False
10.0	7.0	9.0	6.0	7.0	8.0	11.0	9.0	False
10.0	7.0	9.0	6.0	7.0	8.0	14.0	9.0	False
14.0	9.0	13.0	10.0	11.0	12.0	15.0	13.0	True
14.0	13.0	13.0	10.0	11.0	12.0	14.0	13.0	False
14.0	13.0	13.0	10.0	11.0	12.0	15.0	13.0	False
14.0	13.0	13.0	10.0	11.0	12.0	11.0	13.0	False
14.0	8.0	13.0	10.0	11.0	12.0	17.0	13.0	False
14.0	14.0	13.0	10.0	11.0	12.0	12.0	13.0	False
14.0	14.0	13.0	10.0	11.0	12.0	17.0	13.0	False
14.0	14.0	13.0	10.0	11.0	12.0	14.0	13.0	False
