Data,Timestamp,Temperatura,Umidade,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,Horas de Trabalho,Falha
2016-12-10 23:00:00,1481410800,61,77,1222,2,0,1989,1360,1456,486,523,570,1840,1684,276,547,1518,1766,97,No
2016-12-11 00:00:00,1481414400,64,76,227,1,2,765,1107,911,505,1844,922,293,874,897,195,758,483,98,No
2016-12-11 01:00:00,1481418000,64,75,1586,1,1,1729,453,1129,344,1013,1804,336,1705,1713,966,1187,1185,99,No
2016-12-11 02:00:00,1481421600,60,84,757,3,0,1217,1183,1797,1700,1416,1503,1794,997,1711,156,841,1951,100,No
2016-12-11 03:00:00,1481425200,66,77,407,2,2,230,1013,654,1151,1097,534,1926,901,379,856,1803,1562,101,No
2016-12-11 04:00:00,1481428800,62,80,1352,0,2,546,1307,800,1278,804,1418,1879,1454,1222,1859,734,455,102,No
2016-12-11 05:00:00,1481432400,62,83,177,3,2,1284,1971,211,313,1557,1832,567,1609,1691,1644,263,2007,103,No
2016-12-11 06:00:00,1481436000,65,84,1957,1,1,323,1710,1835,406,435,1044,1595,1716,1268,1326,1058,962,104,No
2016-12-11 07:00:00,1481439600,67,79,1500,3,0,1926,616,1249,915,256,263,1010,1864,1411,1158,644,1948,105,No
2016-12-11 08:00:00,1481443200,68,85,1460,3,2,1108,1080,932,752,1214,327,422,1053,846,264,276,489,106,No
2016-12-11 09:00:00,1481446800,66,81,1626,2,2,1924,1947,1106,1272,1927,1558,364,540,1909,1337,172,1629,107,No
2016-12-11 10:00:00,1481450400,67,75,896,2,1,796,770,1883,1513,1153,1043,817,634,490,1714,1375,1000,108,No
2016-12-11 11:00:00,1481454000,67,82,1036,1,2,1970,414,1235,1990,463,367,742,1142,1336,1758,199,1845,109,No
2016-12-11 12:00:00,1481457600,62,84,1393,1,1,1735,1588,1718,1432,1068,268,505,1421,749,1025,1787,281,110,No
2016-12-11 13:00:00,1481461200,63,81,386,1,2,1506,322,1760,904,1751,250,1283,1578,790,735,249,784,111,No
2016-12-11 14:00:00,1481464800,67,84,365,0,1,1472,1549,1219,1671,1645,1707,850,596,1536,444,1343,868,112,No
2016-12-11 15:00:00,1481468400,65,82,268,1,2,379,327,970,1645,1826,534,545,461,1754,320,1276,1256,113,No
2016-12-11 16:00:00,1481472000,64,79,906,0,0,1841,731,1037,640,679,242,764,730,1069,463,1712,1188,114,No
2016-12-11 17:00:00,1481475600,61,85,840,3,2,1658,1286,420,387,1140,645,334,483,1750,197,1590,551,115,No
2016-12-11 18:00:00,1481479200,64,75,1498,2,0,869,1672,836,669,186,1020,1989,187,1299,876,540,1202,116,No
2016-12-11 19:00:00,1481482800,61,75,497,2,0,1957,1865,1324,627,1945,1790,461,1582,560,776,1672,1136,117,No
2016-12-11 20:00:00,1481486400,64,85,361,2,1,472,651,1023,345,1579,1677,662,1475,1162,1020,1304,1965,118,No
2016-12-11 21:00:00,1481490000,61,75,883,0,0,801,986,707,613,1456,526,295,217,1297,1238,1474,739,119,No
2016-12-11 22:00:00,1481493600,66,85,1530,3,0,1115,1321,1830,446,1569,1931,729,1395,1871,1081,878,978,120,No
2016-12-11 23:00:00,1481497200,67,78,1831,1,0,1474,1688,709,210,1165,770,1110,877,915,1787,227,1199,121,No
2016-12-12 00:00:00,1481500800,61,79,1275,1,1,814,1937,1092,1047,947,543,376,853,1542,1070,1358,1844,122,No
2016-12-12 01:00:00,1481504400,63,75,903,3,2,1950,1436,1395,1065,1016,164,239,386,168,356,202,718,123,No
2016-12-12 02:00:00,1481508000,66,76,1385,2,0,1023,1019,915,1762,883,1188,985,1136,1491,583,340,1504,124,No
2016-12-12 03:00:00,1481511600,64,78,340,2,2,496,486,190,469,1856,1182,270,1875,713,651,1764,459,125,No
2016-12-12 04:00:00,1481515200,66,82,1641,1,1,1919,1172,1825,376,378,1098,1071,851,422,1364,1603,351,126,No
2016-12-12 05:00:00,1481518800,66,77,1828,0,1,880,1357,233,698,2011,1569,1610,1940,365,1062,1973,419,127,No
2016-12-12 06:00:00,1481522400,65,82,341,3,2,1642,164,636,1124,1677,1325,1727,1229,1028,1506,601,321,128,No
2016-12-12 07:00:00,1481526000,67,75,1421,2,2,1768,1094,1214,1847,788,229,772,790,1498,1811,180,616,129,No
2016-12-12 08:00:00,1481529600,60,82,532,0,1,831,1347,655,479,1411,788,871,1970,466,1281,846,1095,130,No
2016-12-12 09:00:00,1481533200,62,79,1339,3,2,895,426,974,1107,1469,429,1462,1597,251,1130,1177,463,131,No
2016-12-12 10:00:00,1481536800,67,78,180,3,1,1746,1785,1023,1761,1351,1910,1651,1275,1088,1952,423,1668,132,No
2016-12-12 11:00:00,1481540400,66,75,1884,3,2,1233,1151,1295,1160,1895,720,1239,1514,678,1969,779,1784,133,No
2016-12-12 12:00:00,1481544000,64,84,777,1,2,1554,1963,1204,806,330,274,1007,805,1506,490,451,279,134,No
2016-12-12 13:00:00,1481547600,61,84,1709,3,0,1520,1230,279,1506,1649,886,618,421,1942,1191,1947,1007,135,No
2016-12-12 14:00:00,1481551200,64,78,162,1,1,1430,687,837,1709,1028,1055,747,786,1519,1994,1933,339,136,No
2016-12-12 15:00:00,1481554800,60,77,1913,2,2,1960,1428,1994,1523,976,539,1703,609,1758,331,163,1661,137,No
2016-12-12 16:00:00,1481558400,64,75,298,1,2,754,1360,1660,1175,1858,1536,1364,292,1848,1801,1532,798,138,No
2016-12-12 17:00:00,1481562000,67,85,878,0,0,264,501,1556,1403,1907,1735,343,308,1686,215,404,1482,139,No
2016-12-12 18:00:00,1481565600,62,79,1602,2,0,747,606,939,321,1137,317,1491,1988,1083,240,628,612,140,No
2016-12-12 19:00:00,1481569200,68,83,243,1,1,1295,234,221,811,2001,1770,878,1447,1170,1029,689,160,141,No
2016-12-12 20:00:00,1481572800,61,83,1562,1,2,1798,1453,1387,1927,1944,1373,338,1163,170,291,1360,1773,142,No
2016-12-12 21:00:00,1481576400,65,84,182,2,2,2009,806,404,1786,542,357,1009,1768,1575,1828,274,1711,143,No
2016-12-12 22:00:00,1481580000,63,78,255,1,0,466,1081,1475,1837,369,1697,1741,1026,1808,1876,1558,460,144,No
2016-12-12 23:00:00,1481583600,63,79,801,1,1,708,1759,950,1095,560,1851,1990,1723,1661,1808,905,1470,145,No
2016-12-13 00:00:00,1481587200,61,77,1030,3,1,1633,1968,1091,783,1311,171,213,1340,1672,1284,1442,1037,146,No
2016-12-13 01:00:00,1481590800,66,80,1860,1,1,1875,1390,1993,1364,1358,301,864,1441,1904,1249,864,1443,147,No
2016-12-13 02:00:00,1481594400,65,76,876,1,0,1243,171,933,1037,1249,416,1869,1160,1284,695,1150,1367,148,No
2016-12-13 03:00:00,1481598000,61,79,2003,1,2,1514,1914,670,841,723,1290,826,992,1497,895,835,1772,149,No
2016-12-13 04:00:00,1481601600,68,79,983,2,0,629,1126,697,842,1919,488,1451,1781,1201,171,183,806,150,No
2016-12-13 05:00:00,1481605200,64,77,1584,2,1,1129,431,1006,1224,1373,451,1543,1832,1768,736,1389,1842,151,No
2016-12-13 06:00:00,1481608800,65,82,512,1,0,995,167,1060,1052,1719,379,619,967,801,765,234,1087,152,No
2016-12-13 07:00:00,1481612400,63,82,1824,3,2,493,1680,927,335,877,1484,673,897,888,563,383,1487,153,No
2016-12-13 08:00:00,1481616000,62,84,704,2,0,1921,893,439,1358,1713,1710,857,1661,1636,1162,164,1026,154,No
2016-12-13 09:00:00,1481619600,63,83,1085,1,2,537,1474,1253,811,1870,735,516,435,580,1394,1597,326,155,No
2016-12-13 10:00:00,1481623200,65,76,1356,2,0,1472,1224,518,689,889,1588,738,1322,1758,222,966,1533,156,No
2016-12-13 11:00:00,1481626800,65,81,1262,1,2,319,1532,827,1147,812,292,1761,586,1567,595,428,412,157,No
2016-12-13 12:00:00,1481630400,65,79,1419,0,2,910,483,1630,1161,1433,1866,808,353,1291,1105,1430,1609,158,No
2016-12-13 13:00:00,1481634000,65,80,1728,1,0,312,1998,1829,1816,732,502,1177,676,1434,1718,376,886,159,No
2016-12-13 14:00:00,1481637600,61,80,1675,3,0,1761,1682,522,208,1491,1710,1539,642,923,1168,219,725,160,No
2016-12-13 15:00:00,1481641200,67,82,1300,1,1,987,1772,1403,333,711,1214,1685,1278,1177,270,1456,1047,161,No
2016-12-13 16:00:00,1481644800,64,77,1818,2,1,1618,1711,190,189,432,788,184,1339,330,525,945,1528,162,No
2016-12-13 17:00:00,1481648400,62,83,387,2,0,1769,943,751,2004,1489,1934,1381,1323,591,184,853,1747,163,No
2016-12-13 18:00:00,1481652000,67,83,305,2,0,1722,1432,1992,1106,1572,905,257,1531,1280,1751,439,1775,164,No
2016-12-13 19:00:00,1481655600,61,79,1962,0,0,1030,422,1880,1813,1549,1010,1155,1515,310,1948,1087,297,165,No
2016-12-13 20:00:00,1481659200,60,79,647,2,0,1396,1355,247,1721,873,220,260,485,174,375,1876,1477,166,No
2016-12-13 21:00:00,1481662800,60,78,1549,2,1,622,1046,733,215,1174,751,1771,540,688,773,1166,1287,167,No
2016-12-13 22:00:00,1481666400,63,76,180,3,1,1886,530,690,821,1783,1162,1113,1364,1184,788,312,248,168,No
2016-12-13 23:00:00,1481670000,65,83,1795,0,2,277,1397,530,1911,1941,447,811,176,1001,1714,1812,1103,169,No
2016-12-14 00:00:00,1481673600,60,81,1129,1,2,876,1375,875,388,419,967,712,960,1148,440,1314,597,170,No
2016-12-14 01:00:00,1481677200,65,80,860,0,2,246,1476,173,663,769,1291,1077,553,1403,832,1047,1639,171,No
2016-12-14 02:00:00,1481680800,68,84,1197,2,0,713,808,1097,1346,1680,966,1632,1360,799,851,377,946,172,No
2016-12-14 03:00:00,1481684400,61,81,201,1,2,1150,209,1342,1096,1423,471,301,1159,1190,1595,852,572,173,No
2016-12-14 04:00:00,1481688000,62,77,1153,2,2,1846,1293,1840,1907,1199,301,1934,266,1928,1201,1842,312,174,No
2016-12-14 05:00:00,1481691600,63,76,1405,1,2,263,1731,961,2008,1668,630,449,1205,1345,1218,1764,671,175,No
2016-12-14 06:00:00,1481695200,61,81,1386,3,1,453,1322,433,1263,822,1982,365,1376,774,719,820,280,176,No
2016-12-14 07:00:00,1481698800,66,78,383,0,2,1497,515,255,1808,1723,1392,727,470,1845,409,1261,863,177,No
2016-12-14 08:00:00,1481702400,60,80,1021,2,0,832,158,179,1597,1526,200,1685,499,752,1215,1838,1714,178,No
2016-12-14 09:00:00,1481706000,64,77,393,3,0,1829,917,1160,517,450,1615,1605,1532,1716,1699,1517,901,179,No
2016-12-14 10:00:00,1481709600,66,85,325,2,1,578,240,1769,559,1149,1463,322,1987,453,1010,1058,774,180,No
2016-12-14 11:00:00,1481713200,67,80,926,2,0,589,225,221,1931,1458,1882,1535,1676,1017,215,1406,713,181,No
2016-12-14 12:00:00,1481716800,63,80,1469,1,2,883,266,265,1147,1493,1017,1441,511,1612,1896,782,504,182,No
2016-12-14 13:00:00,1481720400,68,84,1357,0,1,1562,1866,1053,1086,723,823,1873,1188,1372,1972,879,827,183,No
2016-12-14 14:00:00,1481724000,61,75,825,1,1,1379,379,1382,451,192,1657,1005,310,532,1109,1852,1016,184,No
2016-12-14 15:00:00,1481727600,64,80,1676,2,0,1230,1717,1903,1923,1969,1219,1910,1637,1365,762,1088,547,185,No
2016-12-14 16:00:00,1481731200,63,80,1297,2,2,1043,1867,1809,1224,1566,1341,1431,1598,991,714,2010,420,186,No
2016-12-14 17:00:00,1481734800,67,84,1888,3,1,1185,555,972,1925,1006,693,1751,417,1597,823,463,253,187,No
2016-12-14 18:00:00,1481738400,60,81,250,2,2,1330,742,599,1377,260,981,985,385,533,172,1899,659,188,No
2016-12-14 19:00:00,1481742000,60,84,1297,2,0,175,1381,1463,1946,337,853,1369,372,293,233,1154,556,189,No
2016-12-14 20:00:00,1481745600,65,84,1843,1,0,481,389,1404,1640,821,657,1916,1483,505,640,1568,649,190,No
2016-12-14 21:00:00,1481749200,67,84,1293,0,1,987,1728,1077,616,832,887,1718,1787,1912,1472,1109,1718,191,No
2016-12-14 22:00:00,1481752800,60,79,759,3,1,1809,1850,724,1347,868,1371,505,1790,740,1300,787,613,192,No
2016-12-14 23:00:00,1481756400,64,82,1623,3,2,1504,792,1950,1160,1056,1226,977,1110,277,818,1317,884,193,No
2016-12-15 00:00:00,1481760000,63,84,1101,0,2,950,1740,1496,1454,188,1418,771,835,815,941,575,566,194,No
2016-12-15 01:00:00,1481763600,62,78,1910,1,0,1769,1627,886,1593,806,1532,430,856,1700,612,1463,1228,195,No
2016-12-15 02:00:00,1481767200,64,84,1032,0,1,1179,423,862,686,854,738,996,1665,915,266,1779,658,196,No
2016-12-15 03:00:00,1481770800,68,83,736,3,1,1468,616,1899,905,1460,1148,1069,643,908,1505,1998,763,197,No
2016-12-15 04:00:00,1481774400,65,80,1729,3,0,1700,1694,1148,1279,1365,1151,428,279,1887,1925,375,1115,198,No
2016-12-15 05:00:00,1481778000,60,83,427,0,0,468,886,1230,335,1020,1804,722,709,1016,1865,1257,1270,199,No
2016-12-15 06:00:00,1481781600,67,85,1109,1,2,338,1667,1827,822,1249,1628,1370,1473,937,1472,487,616,200,No
2016-12-15 07:00:00,1481785200,67,81,421,3,0,557,558,614,694,985,1237,1767,1688,1380,203,1560,716,201,No
2016-12-15 08:00:00,1481788800,61,79,1753,0,0,1973,1020,525,1807,1034,1157,566,1056,1452,1098,593,247,202,No
2016-12-15 09:00:00,1481792400,66,77,651,1,1,223,1704,1965,1867,289,1836,962,396,896,1455,501,1390,203,No
2016-12-15 10:00:00,1481796000,68,80,1632,0,0,457,664,1809,758,896,314,745,1925,875,556,739,709,204,No
2016-12-15 11:00:00,1481799600,66,76,584,1,2,1733,572,1249,409,214,962,1783,1504,648,191,1762,1221,205,No
2016-12-15 12:00:00,1481803200,61,84,1417,0,0,1572,906,377,1678,1185,221,1069,1487,746,915,1255,1122,206,No
2016-12-15 13:00:00,1481806800,60,78,1498,2,2,813,1098,1257,1172,1848,571,1801,774,1661,954,934,1403,207,No
2016-12-15 14:00:00,1481810400,66,79,432,1,2,1049,393,1093,164,1186,967,279,295,444,861,1562,300,208,No
2016-12-15 15:00:00,1481814000,68,84,855,1,0,525,1768,244,1196,755,667,221,325,467,1828,842,1931,209,No
2016-12-15 16:00:00,1481817600,61,75,1878,3,0,400,1806,1951,360,1867,937,230,1007,1670,194,1727,1040,210,No
2016-12-15 17:00:00,1481821200,63,83,408,0,0,834,1696,804,1557,1932,1932,532,1462,638,548,880,556,211,No
2016-12-15 18:00:00,1481824800,60,75,866,1,1,1150,197,1870,160,238,927,1559,1541,857,1935,387,1222,212,No
2016-12-15 19:00:00,1481828400,63,83,1753,0,0,731,1545,1147,1203,180,675,1019,1987,1455,1997,753,1317,213,No
2016-12-15 20:00:00,1481832000,64,85,727,2,2,632,1286,801,1529,1213,1433,682,392,1861,1739,1449,1558,214,No
2016-12-15 21:00:00,1481835600,63,84,788,1,1,622,1536,1319,1664,976,1414,1369,933,494,1449,1608,702,215,No
2016-12-15 22:00:00,1481839200,66,84,792,1,1,1165,185,233,1494,1533,469,1265,849,843,456,379,885,216,No
2016-12-15 23:00:00,1481842800,63,77,1426,3,1,934,1010,198,1969,831,1180,355,1798,737,1591,524,205,217,No
2016-12-16 00:00:00,1481846400,67,83,1346,0,0,1754,947,1932,352,829,1224,1896,1254,323,711,1599,388,218,No
2016-12-16 01:00:00,1481850000,63,76,1803,3,0,1307,1276,519,2001,1257,1839,1058,339,1573,184,443,429,219,No
2016-12-16 02:00:00,1481853600,68,80,1281,3,1,732,946,497,1172,353,849,563,392,1107,1398,1741,1668,220,No
2016-12-16 03:00:00,1481857200,63,81,1760,0,1,1358,1297,1530,352,215,2011,712,503,1907,1584,445,1001,221,No
2016-12-16 04:00:00,1481860800,61,78,1363,1,1,1479,1532,1038,1943,1277,1789,742,1203,709,884,1606,605,222,No
2016-12-16 05:00:00,1481864400,66,81,1337,0,0,295,1156,159,156,593,1159,608,1470,1656,1480,200,811,223,No
2016-12-16 06:00:00,1481868000,65,77,1776,3,0,1741,607,880,170,1016,1792,405,417,714,994,829,826,224,No
2016-12-16 07:00:00,1481871600,66,83,886,0,0,2004,1908,347,1798,1512,470,1733,1959,371,966,2001,1950,225,No
2016-12-16 08:00:00,1481875200,61,81,1809,3,1,365,630,1257,959,938,493,1606,1865,865,829,1306,1162,226,No
2016-12-16 09:00:00,1481878800,67,82,344,0,1,826,1394,1826,248,1363,313,1826,214,1657,487,509,746,227,No
2016-12-16 10:00:00,1481882400,64,80,337,2,0,1150,1708,1058,1735,634,1857,1107,1566,1900,1242,950,1660,228,No
2016-12-16 11:00:00,1481886000,68,80,1579,1,0,1205,1467,172,742,1191,315,1583,1142,537,925,695,592,229,No
2016-12-16 12:00:00,1481889600,67,84,871,1,2,868,900,1229,471,926,530,1034,1671,1064,1480,1354,1544,230,No
2016-12-16 13:00:00,1481893200,62,84,181,3,2,1755,361,428,1536,1353,1583,763,1359,1105,301,1800,1580,231,No
2016-12-16 14:00:00,1481896800,66,80,773,2,1,1694,820,1485,1655,1509,1353,1205,1517,774,198,948,162,232,No
2016-12-16 15:00:00,1481900400,68,83,1355,2,1,1368,1532,1537,1842,1813,762,1320,1532,1527,1581,1773,1121,233,No
2016-12-16 16:00:00,1481904000,62,84,865,3,0,922,1366,480,522,846,1236,1503,185,1400,356,775,873,234,No
2016-12-16 17:00:00,1481907600,64,85,698,1,0,810,1388,1627,1343,1349,904,1212,878,1278,1552,1039,723,235,No
2016-12-16 18:00:00,1481911200,66,84,1460,3,2,1191,894,1435,506,399,1743,1372,1156,615,1967,509,969,236,No
2016-12-16 19:00:00,1481914800,66,85,1570,3,1,590,1466,1421,488,928,1868,906,1540,795,201,1035,1541,237,No
2016-12-16 20:00:00,1481918400,62,77,163,0,0,1072,1617,1312,1093,1910,468,1321,777,1640,1524,247,1914,238,No
2016-12-16 21:00:00,1481922000,60,81,1569,0,1,1519,1190,414,285,200,591,1397,1173,1229,234,1197,1717,239,No
2016-12-16 22:00:00,1481925600,66,85,1636,2,2,157,860,1229,916,1214,1452,1528,1200,1055,799,1371,1363,240,No
2016-12-16 23:00:00,1481929200,67,78,599,3,1,934,508,375,1211,1186,1891,1169,792,552,734,1099,926,241,No
2016-12-17 00:00:00,1481932800,66,82,414,0,2,400,2005,664,1009,187,1412,1487,1855,658,956,696,298,242,No
2016-12-17 01:00:00,1481936400,65,81,818,1,2,1464,476,371,307,1335,1257,1322,1261,831,1034,1182,477,243,No
2016-12-17 02:00:00,1481940000,64,82,1708,1,0,1642,571,1045,332,607,167,939,1332,1910,1582,2003,237,244,No
2016-12-17 03:00:00,1481943600,64,78,1474,1,0,1226,1437,1451,1390,384,1510,1196,1615,223,843,796,1327,245,No
2016-12-17 04:00:00,1481947200,64,81,1072,0,0,1446,1417,185,260,1169,1281,1617,972,715,340,517,1812,246,No
2016-12-17 05:00:00,1481950800,68,81,1339,0,1,1111,912,1779,378,1000,1290,906,1917,347,1495,349,404,247,No
2016-12-17 06:00:00,1481954400,63,83,510,1,2,222,961,1124,551,962,1945,591,1446,180,1461,300,1691,248,No
2016-12-17 07:00:00,1481958000,66,80,1292,2,0,1614,820,1770,1143,1181,904,1647,485,628,1183,1427,521,249,No
2016-12-17 08:00:00,1481961600,68,80,364,2,2,1470,1651,1059,1096,911,373,1997,831,1151,1376,999,1532,250,No
2016-12-17 09:00:00,1481965200,60,84,380,0,2,1949,1244,406,532,2002,1296,196,1082,1696,1720,2008,1553,251,No
2016-12-17 10:00:00,1481968800,68,78,878,3,2,1201,182,1336,411,1959,352,592,553,771,686,513,1350,252,No
2016-12-17 11:00:00,1481972400,60,84,1893,0,1,366,1307,1203,1180,1029,275,1232,949,457,1877,1124,593,253,No
2016-12-17 12:00:00,1481976000,65,85,193,3,1,325,773,288,1015,635,1190,1489,1448,876,1678,1807,1886,254,No
2016-12-17 13:00:00,1481979600,67,85,864,3,2,895,1344,1838,1553,1133,1146,713,731,706,1099,828,674,255,No
2016-12-17 14:00:00,1481983200,66,81,206,1,2,1690,616,1224,1001,1721,1469,1199,1416,1381,665,1997,1798,256,No
2016-12-17 15:00:00,1481986800,63,78,1398,3,2,1861,1624,498,1919,220,1606,1948,1966,1629,1813,1437,1574,257,No
2016-12-17 16:00:00,1481990400,66,83,1358,1,1,1700,257,737,738,689,922,1375,633,740,1861,1573,1289,258,No
2016-12-17 17:00:00,1481994000,61,84,1572,0,0,295,1704,999,904,938,1860,624,256,695,1880,1229,1699,259,No
2016-12-17 18:00:00,1481997600,61,79,638,1,2,325,309,828,629,1617,481,656,593,1213,1348,830,1639,260,No
2016-12-17 19:00:00,1482001200,66,78,623,1,2,1661,1075,579,1008,1338,923,504,686,1836,1426,1802,728,261,No
2016-12-17 20:00:00,1482004800,67,80,1111,0,0,659,944,1669,1887,486,1506,1244,1138,521,582,1087,1552,262,No
2016-12-17 21:00:00,1482008400,64,79,899,0,1,169,1729,1282,1648,1405,211,1504,1646,1992,1551,1444,1967,263,No
2016-12-17 22:00:00,1482012000,65,82,411,0,0,1862,273,539,520,1501,1390,295,1207,608,1228,2006,224,264,No
2016-12-17 23:00:00,1482015600,60,76,1595,2,1,532,510,1031,1306,928,683,1209,636,1955,1973,380,1884,265,No
2016-12-18 00:00:00,1482019200,61,80,1378,3,2,561,1621,934,719,1051,642,977,441,276,1855,439,1078,266,No
2016-12-18 01:00:00,1482022800,61,75,1488,1,1,352,1462,494,222,210,1811,814,557,290,1074,1163,1436,267,No
2016-12-18 02:00:00,1482026400,64,79,1332,0,1,1634,1201,335,1084,657,1376,727,417,677,1669,682,1615,268,No
2016-12-18 03:00:00,1482030000,68,84,884,1,2,290,800,1511,1930,1379,1537,512,829,1529,670,1954,1109,269,No
2016-12-18 04:00:00,1482033600,61,76,1778,0,2,540,680,1939,425,752,999,1389,343,1009,835,994,521,270,No
2016-12-18 05:00:00,1482037200,66,78,1645,0,0,1516,1729,385,746,206,923,795,411,1090,562,713,1865,271,No
2016-12-18 06:00:00,1482040800,66,77,386,2,1,555,1622,605,604,895,307,669,1305,421,630,569,572,272,No
2016-12-18 07:00:00,1482044400,62,75,1780,0,1,1814,1444,1144,259,1495,1509,1236,1527,1943,1389,1806,1013,273,No
2016-12-18 08:00:00,1482048000,62,78,853,3,2,1396,1492,1237,275,686,1694,1421,1128,234,981,415,2001,274,No
2016-12-18 09:00:00,1482051600,62,78,1838,1,1,1634,1508,1483,345,487,1965,1665,1560,1201,1477,489,1991,275,No
2016-12-18 10:00:00,1482055200,60,85,1926,1,2,922,364,1236,1380,407,1761,368,830,589,1426,176,229,276,No
2016-12-18 11:00:00,1482058800,60,82,682,0,1,1860,1341,1133,1971,967,1233,1301,1140,438,527,417,786,277,No
2016-12-18 12:00:00,1482062400,60,80,1091,1,0,229,1100,1721,1218,1599,243,658,1661,1836,1546,1919,1609,278,No
2016-12-18 13:00:00,1482066000,61,77,780,3,1,2005,1920,964,1186,1598,1088,1448,345,1854,758,1196,941,279,No
2016-12-18 14:00:00,1482069600,60,80,612,3,1,1906,277,1075,504,795,1433,1830,1385,239,1577,1398,1653,280,No
2016-12-18 15:00:00,1482073200,60,78,1527,2,0,1039,1275,298,1633,1528,409,462,1450,856,1165,286,608,281,No
2016-12-18 16:00:00,1482076800,64,75,1079,1,0,205,1122,1034,367,759,347,1463,1119,584,1907,1584,1735,282,No
2016-12-18 17:00:00,1482080400,65,82,345,2,2,298,614,1101,1594,512,561,308,1647,155,848,808,1822,283,No
2016-12-18 18:00:00,1482084000,67,75,690,0,1,1398,836,208,1721,705,1761,1999,1650,303,1741,614,673,284,No
2016-12-18 19:00:00,1482087600,60,85,1833,1,1,1902,670,1953,1788,1825,735,1672,1628,1722,1897,481,1738,285,No
2016-12-18 20:00:00,1482091200,63,77,1675,0,1,1033,1846,796,1223,897,669,505,1663,489,1757,1809,681,286,No
2016-12-18 21:00:00,1482094800,63,81,843,1,0,207,1569,1766,529,208,1835,337,1989,1841,1348,1251,355,287,No
2016-12-18 22:00:00,1482098400,64,78,550,3,2,1776,396,1915,1726,1472,606,674,493,951,483,1245,1948,288,No
2016-12-18 23:00:00,1482102000,61,78,707,2,0,879,911,1191,1786,244,1967,1265,786,1331,1742,1788,202,289,No
2016-12-19 00:00:00,1482105600,66,83,803,0,2,1534,457,314,251,1363,1407,1456,557,1765,1359,225,712,290,No
2016-12-19 01:00:00,1482109200,64,79,1616,2,2,1474,313,1591,579,885,1799,1771,1043,1406,1228,548,850,291,No
2016-12-19 02:00:00,1482112800,61,77,1440,3,0,167,693,1538,1286,172,1545,1406,1793,405,673,860,603,292,No
2016-12-19 03:00:00,1482116400,60,75,925,2,1,812,559,625,1384,1314,585,1203,1982,882,920,1896,709,293,No
2016-12-19 04:00:00,1482120000,66,76,1013,2,0,1466,1376,782,362,1042,1518,229,1448,366,1717,1017,1134,294,No
2016-12-19 05:00:00,1482123600,63,75,740,0,1,1003,1122,488,614,422,681,1765,778,379,1746,1543,1836,295,No
2016-12-19 06:00:00,1482127200,61,79,1171,1,2,1913,1540,833,1227,244,1050,1926,285,1632,736,1626,1586,296,No
2016-12-19 07:00:00,1482130800,60,82,1242,3,0,1160,329,1851,491,668,989,867,755,1924,679,694,497,297,No
2016-12-19 08:00:00,1482134400,64,82,1305,2,0,1500,1324,1930,1515,927,1735,1992,1846,465,299,365,1270,298,No
2016-12-19 09:00:00,1482138000,64,79,692,2,0,1344,1114,838,676,453,297,1972,1067,201,1464,834,1701,299,No
2016-12-19 10:00:00,1482141600,60,81,258,2,1,1118,1109,1304,1383,1056,277,669,176,1692,602,402,1915,300,No
2016-12-19 11:00:00,1482145200,61,79,587,2,1,1370,466,1933,1918,160,1796,1615,2011,1195,556,1949,1513,301,No
2016-12-19 12:00:00,1482148800,62,82,997,0,0,428,599,325,199,1826,1267,1800,595,425,1141,693,728,302,No
2016-12-19 13:00:00,1482152400,66,82,1790,0,2,386,1090,1148,1215,283,1734,752,984,386,955,1097,1224,303,No
2016-12-19 14:00:00,1482156000,60,83,253,3,2,578,1006,1313,1333,1804,774,529,1161,1385,277,1411,519,304,No
2016-12-19 15:00:00,1482159600,60,75,1248,1,2,1773,426,1065,320,1091,286,1547,1335,1300,420,499,1915,305,No
2016-12-19 16:00:00,1482163200,68,76,470,1,1,1978,1918,1793,564,988,1352,782,1662,371,943,228,1869,306,No
2016-12-19 17:00:00,1482166800,60,77,861,1,2,952,1803,1238,569,660,928,1842,1155,1227,1756,990,1508,307,No
2016-12-19 18:00:00,1482170400,60,81,818,1,0,837,1852,1919,470,172,777,1523,1782,1791,427,336,1535,308,No
2016-12-19 19:00:00,1482174000,62,83,1847,0,1,899,320,1365,1106,867,1351,1543,392,645,246,543,855,309,No
2016-12-19 20:00:00,1482177600,67,85,254,2,1,213,1818,424,1727,1547,878,893,321,862,1471,902,1683,310,No
2016-12-19 21:00:00,1482181200,62,81,543,0,1,723,869,315,1729,1094,187,885,1222,242,1577,1008,539,311,No
2016-12-19 22:00:00,1482184800,60,84,1191,3,0,1877,1985,858,1836,1872,1594,393,1958,591,1540,1446,1527,312,No
2016-12-19 23:00:00,1482188400,63,84,1811,0,2,276,1868,703,1920,826,1372,1889,1796,1456,689,1256,180,313,No
2016-12-20 00:00:00,1482192000,60,83,1028,3,1,1553,1615,263,349,1087,1832,1082,1049,1891,156,1258,1208,314,No
2016-12-20 01:00:00,1482195600,62,77,1243,0,0,1626,1015,1789,817,1554,205,1330,1128,955,990,1566,1715,315,No
2016-12-20 02:00:00,1482199200,66,83,1393,2,0,849,661,2007,900,1744,1979,165,1358,1402,1704,1572,1853,316,No
